ua,software,software_type,hw,pop
"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420.1 (KHTML, like Gecko) Version/6.0 Mobile/4A102 Safari/419 (United States)",6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4; en-SG) AppleWebKit/534.15.24 (KHTML, like Gecko) Safari/534.15.24",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/10.0.1 Safari/537.75.14",10,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9.0.2 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 SellOnEtsy/2.20 rv:22000.68.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; el-gr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J3 Safari/6533.18.5",5,iOS,Mobile - Tablet,Uncommon
Mozilla/5.0 (iPod; U; CPU iPhone OS 221 like Mac OS X; en-CA) AppleWebKit/525.18.1 (KHTML like Gecko) Version/3.1.1 Mobile/5H11a Safari/525.20,3.1,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12) AppleWebKit/602.1.43 (KHTML, like Gecko) Version/10.0 Safari/602.1.43ome/24.0.1290.1 Safari/537.13",10,macOS,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; PowerPC MorphOS 3.1; Odyssey Web Browser; rv:1.20) AppleWebKit/537.33 (KHTML, like Gecko) OWB/1.20 Safari/537.33",,Mac,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 8_2_3 like Mac OS X; en-CA) AppleWebKit/536.23.24 (KHTML, like Gecko) Version/6.0 Mobile/8F1 Safari/6533.18.5",6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows NT 6.1; en) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0.4 Safari/533.16",5,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-GB) AppleWebKit/534.3 (KHTML, like Gecko) MiniBowserM/3.0 Safari/534.3",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/534.57.7 (KHTML, like Gecko) FluidApp Version/2156 Safari/534.57.7",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/536.30.1 (KHTML, like Gecko) Google-SketchUp/8.0 (Mac; Safari)",,Mac OS X,Computer,Uncommon
"iOS / Safari 7: Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",7,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.10 (KHTML, like Gecko) Version/10.1 Safari/603.1.10",10.1,macOS,Computer,Uncommon
"Mozilla/5.0 (Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/11.0 Safari/536.26",11,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; sv-SE) AppleWebKit/533.3 (KHTML, like Gecko) Safari/533.3",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/536.6.1 (KHTML, like Gecko) Version/5.2 Safari/536.6.1",5.2,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.2; zh-tw) AppleWebKit/523.12.9 (KHTML, like Gecko) Version/3.0 Safari/523.12.9",3,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-jp) AppleWebKit/525.18 (KHTML, like Gecko) Version/3.1.1 Safari/525.20",3.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_3; en-US) AppleWebKit/538.35.8 (KHTML, like Gecko) Version/8.0 Safari/538.35.8",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Andoro/4.0_58rt Safari/537.36",,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; fi-FI) AppleWebKit/528.16 (KHTML, like Gecko) Version/4.0 Safari/528.16",4,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2; en-PH) AppleWebKit/604.2.5 (KHTML, like Gecko) Version/10.1.4 Safari/604.2.5",10.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0(iPad; U; CPU OS 4_3 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/11.1.1 Mobile/8F191 Safari/6533.18.5",11.1,iOS,Mobile - Tablet,Uncommon
Mozilla/5.0 (iPad; U; CPU OS 434 like Mac OS X; fr-CA) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8K2 Safari/6533.18.5,5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0(iPad; U; CPU OS 7_3 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.4 Mobile/8F191 Safari/5190.93.9",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0(iPad; U; CPU iPhone OS 3_2 like Mac OS X; en-CA) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B314 Safari/123",4,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_2 like Mac OS X; en-CA) AppleWebKit/605.1.7 (KHTML, like Gecko) Version/6.0 Mobile/8J290 Safari/605.1.7",6,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/538.1 (KHTML, like Gecko) owidi Reader/1.0.14 Safari/538.1Inrever inrever - owidi App",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",10,iOS,Mobile - Tablet,Uncommon
"Safari/5.0 (iPhone; U; CPU iPhone OS 3_0 like Mac OS X; en-us) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7A341 Safari/528.16",4,iOS,Mobile - Phone,Uncommon
Mac OS+Safari,,--,,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/602.1.17+ (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7",9,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 4_2_1 like Mac OS X; ja-jp) AppleWebKit/534.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C149 Safari/6534.18.5",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; fr) AppleWebKit/522.15.5 (KHTML, like Gecko) Version/3.0.3 Safari/522.15.5",3,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1 Country : United States",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/538.39.41 (KHTML, like Gecko) Version/8.0 Safari/538.39.41",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-ch) AppleWebKit/525.18 (KHTML, like Gecko) Version/3.1.1 Safari/525.20",3.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/531.0 (KHTML, like Gecko) Version/3.2.1 Safari/531.0; Cueme",3.2,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Fake/1.8.4 Safari/533.21.1",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Steam Safari/537.36",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5; da) AppleWebKit/525.27.1 (KHTML, like Gecko) Version/3.2.1 Safari/525.27.1",3.2,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.1.9+ (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",7,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU 7_0_4 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",5.1,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D436 Safari/600.1.4",8,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.101445186407815",4,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; el-gr) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/4.1.3 Safari/533.19.4",4.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; it-it) AppleWebKit/412.7 (KHTML, like Gecko) Safari/412.5",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/601.6.17 (KHTML, like Gecko) Version/9.0.1 Safari/601.6.17",9,Mac OS X,Computer,Uncommon
Mozilla/5.0 (Macintosh; Intel Mac OS X 1083) AppleWebKit/536.28.10 (KHTML like Gecko) Version/6.0.3 Safari/536.28.10,6,Mac OS X,Computer,Uncommon
Mozilla/5.0 (Macintosh; U; Intel Mac OS X 1065; br-FR) AppleWebKit/533.18.1 (KHTML like Gecko) Version/5.0.2 Safari/533.18.5,5,Mac OS X,Computer,Uncommon
Mozilla/5.0 (iPhone; U; CPU iPhone OS 432 like Mac OS X; tr-DE) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8H7 Safari/6533.18.5,5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-IE) AppleWebKit/523.21.36 (KHTML, like Gecko) Version/5.0.2 Safari/523.21.36",5,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/603.1.11+ (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",10,macOS,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 8_1 like Mac OS X; en-AU) AppleWebKit/536.24.17 (KHTML, like Gecko) Version/6.0 Mobile/8C3 Safari/536.24.17",6,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/603.3",10,iOS,Mobile - Phone,Uncommon
Mozilla/5.0 (iPod; U; CPU iPhone OS 30 like Mac OS X; en-CA) AppleWebKit/528.18 (KHTML like Gecko) Version/4.0 Mobile/7A341 Safari/528.16,4,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/9874329874 Safari/602.1",10,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/10.0 Safari/601.7.8",10,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A4449a Safari/9537.53",7,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E216 Version/11.0 Safari/605.1.15 (AirWatch Browser v6.12)",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; U; PPC Mac OS X; fr-fr) AppleWebKit/125.5.6 (KHTML, like Gecko) Safari/125.12",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; zh-tw) AppleWebKit/531.21.11 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.10",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-en) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",5,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/4.0.2 Safari/530.19.1",4,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU OS 7_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/7.0 Mobile/10A5355d Safari/8536.25",7,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU 7_0_4 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",5.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU OS 8_1_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B440 WorxWeb/9.0.2(build 31)   Safari/8536.25",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/6BE3EAFD",5,Windows,Computer,Uncommon
Mozilla/5.0 (iPad; U; CPU OS 431 like Mac OS X; haw-US) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5,5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/604.1.28 (KHTML, like Gecko) Version/11.0 Safari/604.1.28",11,Mac OS X,Computer,Uncommon
"Unknown (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/601.3.9 (KHTML, like Gecko) Version/9.0.2 Safari/601.3.9",9,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/537.21 (KHTML, like Gecko) Capter Safari/537.21",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.1 Mobile/10B500 Safari/8536.25",6.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; U; CPU OS 3_2 like Mac OS X; en-us) AppleWebKit/531.21.10 (KHTML, like Gecko) Version/4.0.4 Mobile/7B334b Safari/531.21.101427449165349",4,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",5,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3; en-SG) AppleWebKit/605.3.1 (KHTML, like Gecko) Version/7.0.2 Safari/605.3.1",7,macOS,Computer,Uncommon
"Mozilla/9.0 (iPhone; CPU OS 11_0 like Mac OS X) AppleWebKit/604.1.25 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1",11,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0(iPad; U; CPU OS 8_1.2 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.4 Mobile/8F191 Safari/6534.18.4",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1) AppleWebKit/536.36 (KHTML, like Gecko) Version/11.1 Mobile/10A5376e Safari/8536.25",11.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46.140 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1",9,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.4.4 (KHTML, like Gecko) Version/7.1.6 Safari/537.85.15",7.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/534.34 (KHTML, like Gecko) Dooscape/0.3 Safari/534.34",,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-fr) AppleWebKit/525.18 (KHTML, like Gecko) Version/3.1.1 Safari/525.18",3.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8; en-US) AppleWebKit/5.1.3 (KHTML, like Gecko) Version/4.0 Safari/534.53.10",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU like Mac OS X; en) AppleWebKit/420+ (KHTML, like Gecko) Version/6.0.1 Mobile/10A523 Safari/419.3",6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_2) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",5.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/538.1 (KHTML, like Gecko) KeppeBrowser/1.1a2 Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 1_2_3 like Mac OS X; en-US) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 1_2_3 like Mac OS X; br-FR) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.5 Safari/536.30.1",6,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 13_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.2 Mobile/15E148 Safari/604.1",11.2,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25; Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2; Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27)",6,--,,Uncommon
"Mozilla/5.0 (X11; NetBSD amd64; en-NZ) AppleWebKit/533.20.38 (KHTML, like Gecko) Version/5.0.2 Safari/533.20.38",5,A UNIX based OS,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 10_10_5 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D508 Safari/600.1.4",8,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.32+ (KHTML, like Gecko) Version/6.0 Safari/536.25",6,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 808_6_8; rus-US) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/38.8.15 Safari/533.21.1",38.8,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 5.1; chromeframe/29.0.1547.66) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.66 Safari/537.36",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/7.1 Mobile/10A5376h Safari/ 8536.25",7.1,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.1; tp-eq) AppleWebKit/525.18 (KHTML, like Gecko) Version/3.0.4 Safari/523.10",3,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; it-it) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/3.0.4 Safari/523.12",3,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 11_0_3 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A432 Version/11.0 Safari/604.1.38/7519240960 Safari/604.1.38/7519278976",11,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 5.0; nt-si) AppleWebKit/525.18.1 (KHTML, like Gecko) Version/3.1.2 Safari/525.20.1",3.1,Windows,Computer,Uncommon
"Mozilla/5.0 (Windows; U; Windows NT 6.0; pt-br) AppleWebKit/530.19.2 (KHTML, like Gecko) Version/3.2.3 Safari/525.28.3",3.2,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; pt-br) AppleWebKit/523.12.2 (KHTML, like Gecko) Version/3.0.4 Safari/523.12.2",3,Mac OS X,Computer,Uncommon
"zilla/5.0 (iPhone; CPU iPhone OS 5_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A334 Safari/",5.1,iOS,Mobile - Phone,Uncommon
"TAB011033 Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3",5.1,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; nl-nl) AppleWebKit/531.9 (KHTML, like Gecko) Fluid/0.9.6 Safari/531.9",,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/4.0.2 Safari/530.19",4,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/525.18 (KHTML, like Gecko) Version/3.1.2 Safari/525.22",3.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8.3 like Mac OS X; en_CA) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 EtsyInc/4.20 rv:42000.86.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B150 Safari/602.11490019721148",10,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; U; CPU iPhone OS 9_3_1 like Mac OS X; en-CA) AppleWebKit/602.7.5 (KHTML, like Gecko) Version/6.0 Mobile/8C38a Safari/6533.18.5",6,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1_3 like Mac OS X; en-gb) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/7E18 Safari/528.16",4,iOS,Mobile - Music Player,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; cs-cz) AppleWebKit/523.10.3 (KHTML, like Gecko) Version/3.0.4 Safari/523.10",3,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/602.1.18+ (KHTML, like Gecko) Version/9.1.1 Safari/601.6.17",9.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Safari/522.0",,Mac OS X,Computer,Uncommon
Mozilla/5.0 (iPhone; U; CPU iPhone OS 421 like Mac OS X; en) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5,5,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 5_0 like Mac OS X en-US) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A334 Safari/7534.48.3",5.1,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPhone; CPU iPhone OS 8.1.1 like Mac OS X; en_US) AppleWebKit/1 (KHTML, like Gecko) Mobile/1 Safari/1 iPhone/1 EtsyInc/4.3 rv:40300159.0.0",,iOS,Mobile - Phone,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D201 WorxWeb/10.0.0(build 59)   Safari/8536.25",,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (iPad; CPU OS 10_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B71 Safari/602.11521654526427",10,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12) AppleWebKit/604.1.29 (KHTML, like Gecko) Version/11.0 Safari/604.1.29",11,macOS,Computer,Uncommon
"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.34 (KHTML, like Gecko) QuiteRss/0.17.6 Safari/534.34",,Windows,Computer,Uncommon
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_11; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",4.1,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/600.3.10 (KHTML, like Gecko) Version/8.0.2 Safari/600.3.10",8,Mac OS X,Computer,Uncommon
"Mozilla/5.0(iPad; U; CPU OS 8_1.2 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.4 Mobile/8F191 Safari/6533.18.5",5,iOS,Mobile - Tablet,Uncommon
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2",7,Mac OS X,Computer,Uncommon
"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/538.1 (KHTML, like Gecko) QuiteRss/0.18.3 Safari/538.1",,Windows,Computer,Uncommon
"Mozilla/5.0 (iPad; CPU OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Coast/1.1.0.64021 Mobile/11A465 Safari/7534.48.3",,iOS,Mobile - Tablet,Uncommon
